Type,Subject,Skill,Taught in year,Level (1-5),Item,Question or text,Choices,Correct answer,Explanation,Reviewer: OK? (Y/N),Reviewer: notes
Spelling test sentence,english,SATs spelling,6,,dictation:familiar,Her face looked familiar.,,familiar,,,
Spelling test sentence,english,SATs spelling,6,,dictation:foreign,Learning a foreign language is fun.,,foreign,,,
Spelling test sentence,english,SATs spelling,6,,dictation:forty,There are forty children in the choir.,,forty,,,
Spelling test sentence,english,SATs spelling,6,,dictation:frequently,Buses run frequently in the city.,,frequently,,,
Spelling test sentence,english,SATs spelling,6,,dictation:government,The government made a new law.,,government,,,
Spelling test sentence,english,SATs spelling,6,,dictation:guarantee,I can't guarantee it will be sunny.,,guarantee,,,
Spelling test sentence,english,SATs spelling,6,,dictation:harass,It is wrong to harass other people online.,,harass,,,
Spelling test sentence,english,SATs spelling,6,,dictation:hindrance,The heavy bag was a hindrance on the hike.,,hindrance,,,
Spelling test sentence,english,SATs spelling,6,,dictation:identity,The spy kept his identity secret.,,identity,,,
Spelling test sentence,english,SATs spelling,6,,dictation:immediately,Come inside immediately; it's pouring!,,immediately,,,
Spelling test sentence,english,SATs spelling,6,,dictation:individual,Each individual pupil gets a certificate.,,individual,,,
Spelling test sentence,english,SATs spelling,6,,dictation:interfere,Please don't interfere with the experiment.,,interfere,,,
Spelling test sentence,english,SATs spelling,6,,dictation:interrupt,It is rude to interrupt someone who is speaking.,,interrupt,,,
Spelling test sentence,english,SATs spelling,6,,dictation:language,Welsh is a language spoken in Wales.,,language,,,
Spelling test sentence,english,SATs spelling,6,,dictation:leisure,The leisure centre has a new pool.,,leisure,,,
Spelling test sentence,english,SATs spelling,6,,dictation:lightning,A flash of lightning lit up the sky.,,lightning,,,
Spelling test sentence,english,SATs spelling,6,,dictation:marvellous,We had a marvellous day at the seaside.,,marvellous,,,
Spelling test sentence,english,SATs spelling,6,,dictation:mischievous,The mischievous puppy chewed my slipper.,,mischievous,,,
Spelling test sentence,english,SATs spelling,6,,dictation:muscle,Your heart is a muscle.,,muscle,,,
Spelling test sentence,english,SATs spelling,6,,dictation:necessary,Is it necessary to bring a coat?,,necessary,,,
Spelling test sentence,english,SATs spelling,6,,dictation:neighbour,Our neighbour feeds our cat when we are away.,,neighbour,,,
Spelling test sentence,english,SATs spelling,6,,dictation:nuisance,The buzzing fly was a nuisance.,,nuisance,,,
Spelling test sentence,english,SATs spelling,6,,dictation:occupy,Puzzles occupy my little brother for hours.,,occupy,,,
Spelling test sentence,english,SATs spelling,6,,dictation:occur,Earthquakes rarely occur in Britain.,,occur,,,
Spelling test sentence,english,SATs spelling,6,,dictation:opportunity,This trip is a great opportunity to learn.,,opportunity,,,
Spelling test sentence,english,SATs spelling,6,,dictation:parliament,Laws are made in Parliament.,,parliament,,,
Spelling test sentence,english,SATs spelling,6,,dictation:persuade,Can I persuade you to join the team?,,persuade,,,
Spelling test sentence,english,SATs spelling,6,,dictation:physical,Swimming is good physical exercise.,,physical,,,
Spelling test sentence,english,SATs spelling,6,,dictation:prejudice,"We should treat everyone fairly, without prejudice.",,prejudice,,,
Spelling test sentence,english,SATs spelling,6,,dictation:privilege,It was a privilege to meet the author.,,privilege,,,
Spelling test sentence,english,SATs spelling,6,,dictation:profession,Teaching is a rewarding profession.,,profession,,,
Spelling test sentence,english,SATs spelling,6,,dictation:programme,My favourite programme is on tonight.,,programme,,,
Spelling test sentence,english,SATs spelling,6,,dictation:pronunciation,Check the pronunciation of the French words.,,pronunciation,,,
Spelling test sentence,english,SATs spelling,6,,dictation:queue,We waited in a long queue for the ride.,,queue,,,
Spelling test sentence,english,SATs spelling,6,,dictation:recognise,I didn't recognise you with your new haircut.,,recognise,,,
Spelling test sentence,english,SATs spelling,6,,dictation:recommend,I recommend this book to everyone.,,recommend,,,
Spelling test sentence,english,SATs spelling,6,,dictation:relevant,Only include facts that are relevant.,,relevant,,,
Spelling test sentence,english,SATs spelling,6,,dictation:restaurant,We went to a restaurant for Mum's birthday.,,restaurant,,,
Spelling test sentence,english,SATs spelling,6,,dictation:rhyme,"""Cat"" and ""hat"" rhyme.",,rhyme,,,
Spelling test sentence,english,SATs spelling,6,,dictation:rhythm,Clap your hands to the rhythm of the song.,,rhythm,,,
Spelling test sentence,english,SATs spelling,6,,dictation:sacrifice,Giving up his seat was a small sacrifice.,,sacrifice,,,
Spelling test sentence,english,SATs spelling,6,,dictation:secretary,The school secretary answered the phone.,,secretary,,,
Spelling test sentence,english,SATs spelling,6,,dictation:shoulder,She carried the bag on her shoulder.,,shoulder,,,
Spelling test sentence,english,SATs spelling,6,,dictation:signature,Please write your signature at the bottom.,,signature,,,
Spelling test sentence,english,SATs spelling,6,,dictation:sincerely,I sincerely hope you feel better soon.,,sincerely,,,
Spelling test sentence,english,SATs spelling,6,,dictation:soldier,The soldier stood guard at the gate.,,soldier,,,
Spelling test sentence,english,SATs spelling,6,,dictation:stomach,My stomach was rumbling before lunch.,,stomach,,,
Spelling test sentence,english,SATs spelling,6,,dictation:sufficient,Is there sufficient food for everyone?,,sufficient,,,
Spelling test sentence,english,SATs spelling,6,,dictation:suggest,I suggest we leave early to miss the traffic.,,suggest,,,
Spelling test sentence,english,SATs spelling,6,,dictation:symbol,The heart is a symbol of love.,,symbol,,,
Spelling test sentence,english,SATs spelling,6,,dictation:system,The solar system has eight planets.,,system,,,
Spelling test sentence,english,SATs spelling,6,,dictation:temperature,The temperature dropped below freezing.,,temperature,,,
Spelling test sentence,english,SATs spelling,6,,dictation:thorough,Give your room a thorough clean.,,thorough,,,
Spelling test sentence,english,SATs spelling,6,,dictation:twelfth,My birthday is on the twelfth of May.,,twelfth,,,
Spelling test sentence,english,SATs spelling,6,,dictation:variety,The shop sells a variety of sweets.,,variety,,,
Spelling test sentence,english,SATs spelling,6,,dictation:vegetable,A carrot is a vegetable.,,vegetable,,,
Spelling test sentence,english,SATs spelling,6,,dictation:vehicle,A tractor is a farm vehicle.,,vehicle,,,
Spelling test sentence,english,SATs spelling,6,,dictation:yacht,The yacht sailed across the bay.,,yacht,,,
Mistake explanation,,,,,count-direction,"It looks like you went the wrong way. ""After"" means one more (count up). ""Before"" means one less (count down).",,,"Shown to parents as: Mixes up ""before"" and ""after""",,
Mistake explanation,,,,,add-no-carry,"It looks like the ones made 10 or more, but nothing was carried. When a column adds to 10 or more, write the ones digit and carry the 1 to the next column.",,,Shown to parents as: Forgets to carry when adding,,
Mistake explanation,,,,,sub-smaller-from-larger,"It looks like you took the smaller digit away from the bigger one in a column, even though the bigger one was on the bottom. Always take the bottom digit away from the top. If the top digit is smaller, exchange 1 ten for 10 ones first.",,,Shown to parents as: Takes the smaller digit from the larger in each column,,
Mistake explanation,,,,,sub-borrow-no-decrement,"It looks like you exchanged a ten but didn't take it away from the tens column. When you exchange 1 ten for 10 ones, cross out the tens digit and make it one less.",,,Shown to parents as: Exchanges but forgets to reduce the next column,,
Mistake explanation,,,,,round-direction,"It looks like you rounded the wrong way. Look at the digit just after the place you are rounding to: 5 or more rounds up, 4 or less rounds down.",,,Shown to parents as: Rounds the wrong way,,
Mistake explanation,,,,,digit-not-value,"You gave the digit, but the question asks what it is worth. A digit's value depends on its place: the 7 in 4,732 is worth 700.",,,Shown to parents as: Gives the digit instead of its value,,
Mistake explanation,,,,,mult-added,"It looks like you added the numbers instead of multiplying. × means ""groups of"". 6 × 4 is 6 groups of 4, which is 24, not 10.",,,Shown to parents as: Adds instead of multiplying,,
Mistake explanation,,,,,fraction-unit-only,"You found one part correctly, but the question asks for more than one part. Divide by the bottom number to find one part, then multiply by the top number.",,,Shown to parents as: Finds one part but forgets to multiply by the numerator,,
Mistake explanation,,,,,frac-add-across,"It looks like you added the tops and also added the bottoms. Only add the tops. The bottom number is the size of the pieces, and it must be the same before you add.",,,Shown to parents as: Adds the numerators and the denominators,,
Mistake explanation,,,,,frac-div-multiplied,It looks like you multiplied instead of dividing. Dividing a fraction by a whole number makes it smaller: multiply the bottom number instead.,,,Shown to parents as: Multiplies instead of dividing a fraction,,
Mistake explanation,,,,,not-simplest,"Your answer is the right size, but it isn't in its simplest form. Divide the top and bottom by their highest common factor until nothing else divides both.",,,Shown to parents as: Doesn't simplify fractions,,
Mistake explanation,,,,,neg-sign,"The number part is right, but the sign (+ or −) is wrong. Picture a number line. If you end up below zero, the answer is negative.",,,Shown to parents as: Gets the sign wrong with negative numbers,,
Mistake explanation,,,,,neg-ignore-sign,"It looks like you treated the negative number as positive. A negative number is below zero. Count to zero first, then carry on past it.",,,Shown to parents as: Ignores the minus sign,,
Mistake explanation,,,,,prime-odd,"That number is odd, but it isn't prime. A prime has exactly two factors. 9 is odd but 3 × 3 = 9, so it isn't prime.",,,Shown to parents as: Thinks all odd numbers are prime,,
Mistake explanation,,,,,hcf-lcm-mixup,It looks like you found the other one: factor and multiple got swapped. A factor divides INTO the number (it's smaller or equal). A multiple is in its times table (bigger or equal).,,,Shown to parents as: Mixes up highest common factor and lowest common multiple,,
Mistake explanation,,,,,lcm-product,"Multiplying the numbers gives a common multiple, but not always the lowest one. List the multiples of each number and find the first one they share.",,,Shown to parents as: Always multiplies to find the lowest common multiple,,
